Account,Coin,Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Direction,Closed PnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp,date_time,date,classification,profit,trade_size
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93336.0,0.0082,765.36,BUY,24-04-2025 01:11,73.70961,Open Long,0.0,0xe6bc2d6fcb8316230e4004221d72670201ea00a3589436563e2a38754cfe5f34,88406907259.0,True,0.176031,316000000000000.0,1750000000000.0,,,,0.0,765.36
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93337.0,0.85556,79855.4,BUY,24-04-2025 01:11,73.71781,Open Long,0.0,0xe6bc2d6fcb8316230e4004221d72670201ea00a3589436563e2a38754cfe5f34,88406907259.0,True,18.366742,565000000000000.0,1750000000000.0,,,,0.0,79855.4
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93337.0,0.1068,9968.39,BUY,24-04-2025 01:11,74.57337,Open Long,0.0,0xe6bc2d6fcb8316230e4004221d72670201ea00a3589436563e2a38754cfe5f34,88406907259.0,True,2.29273,1030000000000000.0,1750000000000.0,,,,0.0,9968.39
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93337.0,2.74416,256131.66,BUY,24-04-2025 01:11,74.68017,Open Long,0.0,0xe6bc2d6fcb8316230e4004221d72670201ea00a3589436563e2a38754cfe5f34,88406907259.0,True,58.910282,377000000000000.0,1750000000000.0,,,,0.0,256131.66
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93740.0,0.67203,62996.09,SELL,24-04-2025 01:53,77.42433,Close Long,297.910899,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,14.489101,26200000000000.0,1750000000000.0,,,,297.910899,62996.09
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93739.0,0.43312,40600.24,SELL,24-04-2025 01:53,76.7523,Close Long,191.568976,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,9.338054,145000000000000.0,1750000000000.0,,,,191.568976,40600.24
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93739.0,0.26447,24791.15,SELL,24-04-2025 01:53,76.31918,Close Long,116.975081,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,5.701965,1020000000000000.0,1750000000000.0,,,,116.975081,24791.15
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93738.0,0.00015,14.06,SELL,24-04-2025 01:53,76.05471,Close Long,0.066195,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,13800000000000.0,1750000000000.0,,,,0.066195,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93738.0,0.43084,40386.08,SELL,24-04-2025 01:53,76.05456,Close Long,190.129692,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,9.288798,486000000000000.0,1750000000000.0,,,,190.129692,40386.08
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93737.0,0.00015,14.06,SELL,24-04-2025 01:53,75.62372,Close Long,0.066045,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,1070000000000000.0,1750000000000.0,,,,0.066045,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93737.0,0.25981,24353.81,SELL,24-04-2025 01:53,75.62357,Close Long,114.394343,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,5.601376,308000000000000.0,1750000000000.0,,,,114.394343,24353.81
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93737.0,1.13968,106830.18,SELL,24-04-2025 01:53,75.36376,Close Long,501.801104,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,24.570942,380000000000000.0,1750000000000.0,,,,501.801104,106830.18
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93737.0,0.01,937.37,SELL,24-04-2025 01:53,74.22408,Close Long,4.403,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.215595,974000000000000.0,1750000000000.0,,,,4.403,937.37
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93736.0,0.00015,14.06,SELL,24-04-2025 01:53,74.21408,Close Long,0.065895,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,399000000000000.0,1750000000000.0,,,,0.065895,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93736.0,0.02775,2601.17,SELL,24-04-2025 01:53,74.21393,Close Long,12.190575,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.59827,667000000000000.0,1750000000000.0,,,,12.190575,2601.17
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93736.0,0.02964,2778.34,SELL,24-04-2025 01:53,74.18618,Close Long,13.020852,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.639017,41500000000000.0,1750000000000.0,,,,13.020852,2778.34
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93736.0,3.20784,300690.09,SELL,24-04-2025 01:53,74.15654,Close Long,1409.204112,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,69.15872,1010000000000000.0,1750000000000.0,,,,1409.204112,300690.09
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93735.0,0.00015,14.06,SELL,24-04-2025 01:53,70.9487,Close Long,0.065745,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,238000000000000.0,1750000000000.0,,,,0.065745,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93735.0,0.53341,49999.19,SELL,24-04-2025 01:53,70.94855,Close Long,233.793603,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,11.499812,388000000000000.0,1750000000000.0,,,,233.793603,49999.19
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93735.0,1.90742,178792.01,SELL,24-04-2025 01:53,70.41514,Close Long,836.022186,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,41.122163,363000000000000.0,1750000000000.0,,,,836.022186,178792.01
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93734.0,0.00015,14.06,SELL,24-04-2025 01:53,68.50772,Close Long,0.065595,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,471000000000000.0,1750000000000.0,,,,0.065595,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93734.0,1.21296,113695.59,SELL,24-04-2025 01:53,68.50757,Close Long,530.427408,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,26.149986,620000000000000.0,1750000000000.0,,,,530.427408,113695.59
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93734.0,0.41487,38887.42,SELL,24-04-2025 01:53,67.29461,Close Long,181.422651,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,8.944107,424000000000000.0,1750000000000.0,,,,181.422651,38887.42
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93734.0,0.10668,9999.54,SELL,24-04-2025 01:53,66.87974,Close Long,46.651164,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,2.299894,573000000000000.0,1750000000000.0,,,,46.651164,9999.54
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93734.0,0.1068,10010.79,SELL,24-04-2025 01:53,66.77306,Close Long,46.70364,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,2.302481,419000000000000.0,1750000000000.0,,,,46.70364,10010.79
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93734.0,0.00688,644.89,SELL,24-04-2025 01:53,66.66626,Close Long,3.008624,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.148324,399000000000000.0,1750000000000.0,,,,3.008624,644.89
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93734.0,0.00688,644.89,SELL,24-04-2025 01:53,66.65938,Close Long,3.008624,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.148324,830000000000000.0,1750000000000.0,,,,3.008624,644.89
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93733.0,0.04653,4361.4,SELL,24-04-2025 01:53,66.6525,Close Long,20.301039,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,1.003121,717000000000000.0,1750000000000.0,,,,20.301039,4361.4
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93733.0,0.00015,14.06,SELL,24-04-2025 01:53,66.60597,Close Long,0.065445,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,5690000000000.0,1750000000000.0,,,,0.065445,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93733.0,2.73296,256168.54,SELL,24-04-2025 01:53,66.60582,Close Long,1192.390448,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,58.918764,76100000000000.0,1750000000000.0,,,,1192.390448,256168.54
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93732.0,0.00015,14.06,SELL,24-04-2025 01:53,63.87286,Close Long,0.065295,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,981000000000000.0,1750000000000.0,,,,0.065295,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93732.0,0.10668,9999.33,SELL,24-04-2025 01:53,63.87271,Close Long,46.437804,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,2.299845,227000000000000.0,1750000000000.0,,,,46.437804,9999.33
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93732.0,1.35677,127172.77,SELL,24-04-2025 01:53,63.76603,Close Long,590.601981,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,29.249736,1040000000000000.0,1750000000000.0,,,,590.601981,127172.77
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93731.0,0.00015,14.06,SELL,24-04-2025 01:53,62.40926,Close Long,0.065145,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,282000000000000.0,1750000000000.0,,,,0.065145,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93731.0,1.21712,114081.87,SELL,24-04-2025 01:53,62.40911,Close Long,528.595216,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,26.238831,274000000000000.0,1750000000000.0,,,,528.595216,114081.87
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93730.0,0.10668,9999.12,SELL,24-04-2025 01:53,61.19199,Close Long,46.224444,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,2.299796,140000000000000.0,1750000000000.0,,,,46.224444,9999.12
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93730.0,0.04878,4572.15,SELL,24-04-2025 01:53,61.08531,Close Long,21.136374,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,1.051594,923000000000000.0,1750000000000.0,,,,21.136374,4572.15
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93730.0,0.00015,14.06,SELL,24-04-2025 01:53,61.03653,Close Long,0.064995,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,1010000000000000.0,1750000000000.0,,,,0.064995,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93730.0,0.53344,49999.33,SELL,24-04-2025 01:53,61.03638,Close Long,231.139552,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,11.499846,993000000000000.0,1750000000000.0,,,,231.139552,49999.33
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93730.0,0.2085,19542.7,SELL,24-04-2025 01:53,60.50294,Close Long,90.34305,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,4.494822,440000000000000.0,1750000000000.0,,,,90.34305,19542.7
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93729.0,0.00015,14.06,SELL,24-04-2025 01:53,60.29444,Close Long,0.064845,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,910000000000000.0,1750000000000.0,,,,0.064845,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93729.0,0.04534,4249.67,SELL,24-04-2025 01:53,60.29429,Close Long,19.600482,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.977424,843000000000000.0,1750000000000.0,,,,19.600482,4249.67
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93729.0,0.24576,23034.84,SELL,24-04-2025 01:53,60.24895,Close Long,106.242048,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,5.298012,1030000000000000.0,1750000000000.0,,,,106.242048,23034.84
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93729.0,0.03564,3340.5,SELL,24-04-2025 01:53,60.00319,Close Long,15.407172,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.768315,3620000000000.0,1750000000000.0,,,,15.407172,3340.5
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93729.0,0.00688,644.86,SELL,24-04-2025 01:53,59.96755,Close Long,2.974224,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.148316,292000000000000.0,1750000000000.0,,,,2.974224,644.86
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93728.0,0.1377,12906.35,SELL,24-04-2025 01:53,59.96067,Close Long,59.39001,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,2.968459,769000000000000.0,1750000000000.0,,,,59.39001,12906.35
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93728.0,0.10669,9999.84,SELL,24-04-2025 01:53,59.82297,Close Long,46.015397,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,2.299963,179000000000000.0,1750000000000.0,,,,46.015397,9999.84
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93728.0,0.26724,25047.87,SELL,24-04-2025 01:53,59.71628,Close Long,115.260612,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,5.76101,1100000000000000.0,1750000000000.0,,,,115.260612,25047.87
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93728.0,0.00015,14.06,SELL,24-04-2025 01:53,59.44904,Close Long,0.064695,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,667000000000000.0,1750000000000.0,,,,0.064695,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93728.0,0.14879,13945.79,SELL,24-04-2025 01:53,59.44889,Close Long,64.173127,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,3.207531,545000000000000.0,1750000000000.0,,,,64.173127,13945.79
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93728.0,0.44,41240.32,SELL,24-04-2025 01:53,59.3001,Close Long,189.772,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,9.485273,1010000000000000.0,1750000000000.0,,,,189.772,41240.32
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93728.0,2.30734,216262.36,SELL,24-04-2025 01:53,58.8601,Close Long,995.155742,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,49.740343,325000000000000.0,1750000000000.0,,,,995.155742,216262.36
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93727.0,0.00538,504.25,SELL,24-04-2025 01:53,56.55276,Close Long,2.315014,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.115977,566000000000000.0,1750000000000.0,,,,2.315014,504.25
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93727.0,0.05592,5241.21,SELL,24-04-2025 01:53,56.54738,Close Long,24.062376,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,1.205479,954000000000000.0,1750000000000.0,,,,24.062376,5241.21
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93727.0,0.0464,4348.93,SELL,24-04-2025 01:53,56.49146,Close Long,19.96592,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,1.000254,1040000000000000.0,1750000000000.0,,,,19.96592,4348.93
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93727.0,0.00015,14.06,SELL,24-04-2025 01:53,56.44506,Close Long,0.064545,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,131000000000000.0,1750000000000.0,,,,0.064545,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93727.0,0.04907,4599.18,SELL,24-04-2025 01:53,56.44491,Close Long,21.114821,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,1.057812,121000000000000.0,1750000000000.0,,,,21.114821,4599.18
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93727.0,0.0635,5951.66,SELL,24-04-2025 01:53,56.39584,Close Long,27.32405,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,1.368882,604000000000000.0,1750000000000.0,,,,27.32405,5951.66
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93727.0,2.34552,219838.55,SELL,24-04-2025 01:53,56.33234,Close Long,1009.277256,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,50.562867,412000000000000.0,1750000000000.0,,,,1009.277256,219838.55
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93726.0,0.10669,9999.63,SELL,24-04-2025 01:53,53.98682,Close Long,45.802017,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,2.299914,243000000000000.0,1750000000000.0,,,,45.802017,9999.63
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93726.0,1.35645,127134.63,SELL,24-04-2025 01:53,53.88013,Close Long,582.323985,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,29.240965,900000000000000.0,1750000000000.0,,,,582.323985,127134.63
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93726.0,0.00015,14.06,SELL,24-04-2025 01:53,52.52368,Close Long,0.064395,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,939000000000000.0,1750000000000.0,,,,0.064395,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93725.0,3.20784,300654.8,SELL,24-04-2025 01:53,52.52353,Close Long,1373.917872,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,69.150604,189000000000000.0,1750000000000.0,,,,1373.917872,300654.8
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93725.0,0.00015,14.06,SELL,24-04-2025 01:53,49.31569,Close Long,0.064245,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,403000000000000.0,1750000000000.0,,,,0.064245,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93725.0,2.13189,199811.39,SELL,24-04-2025 01:53,49.31554,Close Long,913.088487,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,45.956619,398000000000000.0,1750000000000.0,,,,913.088487,199811.39
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93724.0,0.10669,9999.41,SELL,24-04-2025 01:53,47.18365,Close Long,45.588637,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,2.299865,222000000000000.0,1750000000000.0,,,,45.588637,9999.41
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93724.0,0.04769,4469.7,SELL,24-04-2025 01:53,47.07696,Close Long,20.377937,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,1.02803,1120000000000000.0,1750000000000.0,,,,20.377937,4469.7
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93724.0,0.00015,14.06,SELL,24-04-2025 01:53,47.02927,Close Long,0.064095,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,655000000000000.0,1750000000000.0,,,,0.064095,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93724.0,0.44,41238.56,SELL,24-04-2025 01:53,47.02912,Close Long,188.012,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,9.484868,16000000000000.0,1750000000000.0,,,,188.012,41238.56
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93724.0,0.03194,2993.54,SELL,24-04-2025 01:53,46.58912,Close Long,13.647962,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.688515,391000000000000.0,1750000000000.0,,,,13.647962,2993.54
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93723.0,0.14214,13321.79,SELL,24-04-2025 01:53,46.55718,Close Long,60.594282,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,3.064011,959000000000000.0,1750000000000.0,,,,60.594282,13321.79
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93723.0,0.00015,14.06,SELL,24-04-2025 01:53,46.41504,Close Long,0.063945,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.003233,1050000000000000.0,1750000000000.0,,,,0.063945,14.06
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93723.0,0.16088,15078.16,SELL,24-04-2025 01:53,46.41489,Close Long,68.583144,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,3.467975,191000000000000.0,1750000000000.0,,,,68.583144,15078.16
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93723.0,0.05028,4712.39,SELL,24-04-2025 01:53,46.25401,Close Long,21.434364,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,1.08385,416000000000000.0,1750000000000.0,,,,21.434364,4712.39
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93723.0,0.05092,4772.38,SELL,24-04-2025 01:53,46.20373,Close Long,21.707196,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,1.097646,118000000000000.0,1750000000000.0,,,,21.707196,4772.38
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93722.0,0.00021,19.68,SELL,24-04-2025 01:53,46.15281,Close Long,0.089313,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,0.004526,205000000000000.0,1750000000000.0,,,,0.089313,19.68
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93722.0,0.10669,9999.2,SELL,24-04-2025 01:53,46.1526,Close Long,45.375257,0x07ec544a491edc4d712e04221debb90201cf000a99607ef7e27506641795fe04,88414305860.0,True,2.299816,900000000000000.0,1750000000000.0,,,,45.375257,9999.2
