Account,Coin,Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Direction,Closed PnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,89554.0,0.067,6000.12,SELL,05-03-2025 15:59,-6.6838,Open Short,0.0,0xa8f08febdb0aa9433426041ef2da9902028c0095fd39bf8e3d14cec5802f105b,77337868195,True,1.800035,17000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,89554.0,0.73694,65995.92,SELL,05-03-2025 15:59,-6.7508,Open Short,0.0,0xa8f08febdb0aa9433426041ef2da9902028c0095fd39bf8e3d14cec5802f105b,77337868195,True,19.798777,246000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90299.0,0.00015,13.54,SELL,05-03-2025 17:56,-7.48774,Open Short,0.0,0x175bb74b515811a3f9d0041ef434ae0170003e0e147a7889c2f4221e1c2fd410,77363390328,True,0.004063,65700000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90299.0,1.32876,119985.7,SELL,05-03-2025 17:56,-7.48789,Open Short,0.0,0x175bb74b515811a3f9d0041ef434ae0170003e0e147a7889c2f4221e1c2fd410,77363390328,True,35.995709,147000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88256.0,0.00489,431.57,BUY,05-03-2025 20:51,-8.81665,Close Short,1.525191,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,0.129471,829000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.21187,18699.01,BUY,05-03-2025 20:51,-8.81176,Close Short,65.870383,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,5.609703,240000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.6,52954.2,BUY,05-03-2025 20:51,-8.59989,Close Short,186.54,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,15.886259,809000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.6,52954.2,BUY,05-03-2025 20:51,-7.99989,Close Short,186.54,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,15.886259,250000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.6,52954.2,BUY,05-03-2025 20:51,-7.39989,Close Short,186.54,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,15.886259,70200000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,1.54483,136342.06,BUY,05-03-2025 20:51,-6.79989,Close Short,480.287647,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,40.902618,18800000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.32685,28846.8,BUY,05-03-2025 20:51,-5.25506,Close Short,101.617665,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,8.65404,112000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.29931,26416.2,BUY,05-03-2025 20:51,-4.92821,Close Short,93.055479,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,7.92486,289000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.4,35302.8,BUY,05-03-2025 20:51,-4.6289,Close Short,124.36,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,10.59084,699000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.04711,4157.79,BUY,05-03-2025 20:51,-4.2289,Close Short,14.646499,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,1.247336,474000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.63,55601.91,BUY,05-03-2025 20:51,-4.18179,Close Short,195.867,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,16.680572,519000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.00017,15.0,BUY,05-03-2025 20:51,-3.55179,Close Short,0.052853,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,0.004501,259000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.02575,2272.62,BUY,05-03-2025 20:51,-3.55162,Close Short,8.005675,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,0.681785,582000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.09599,8471.79,BUY,05-03-2025 20:51,-3.52587,Close Short,29.843291,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,2.541536,206000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.4,35302.8,BUY,05-03-2025 20:51,-3.42988,Close Short,124.36,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,10.59084,1040000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.02656,2344.11,BUY,05-03-2025 20:51,-3.02988,Close Short,8.257504,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,0.703231,767000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.84979,74999.92,BUY,05-03-2025 20:51,-3.00332,Close Short,264.199711,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,22.499974,217000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.56653,50000.24,BUY,05-03-2025 20:51,-2.15353,Close Short,176.134177,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,15.000071,40400000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,0.05756,5080.07,BUY,05-03-2025 20:51,-1.587,Close Short,17.895404,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,1.524021,647000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88257.0,1.52944,134983.79,BUY,05-03-2025 20:51,-1.52944,Close Short,475.502896,0xd0ee3e3bb0cbef9d6888041ef63ae402013800cee971ac9efa5c5820493332d1,77408091833,True,40.495135,422000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88014.0,0.22731,20006.46,BUY,05-03-2025 20:59,0.0,Open Long,0.0,0xaaf158bfdc5223b1db47041ef652b6019a005cd5436f8453ff5f08c7ce53335f,77410575179,True,6.001938,1040000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,87712.0,0.11352,9957.07,BUY,05-03-2025 21:41,0.22731,Open Long,0.0,0x8be426936adbc87da1bf041ef6ce7a02012200d02b1740fb713321b373b3e8d2,77421008826,True,2.987119,190000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,87712.0,0.34228,30022.06,BUY,05-03-2025 21:41,0.34083,Open Long,0.0,0x8be426936adbc87da1bf041ef6ce7a02012200d02b1740fb713321b373b3e8d2,77421008826,True,9.006619,950000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90244.0,0.39126,35308.87,SELL,06-03-2025 01:39,0.68311,Close Long,951.387816,0x47f497f15b10d3342caf041ef98c5602013a00723bef03432d3b16dad03366fe,77472993922,True,10.59266,218000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90244.0,0.29185,26337.71,SELL,06-03-2025 01:39,0.29185,Close Long,709.66246,0x47f497f15b10d3342caf041ef98c5602013a00723bef03432d3b16dad03366fe,77472993922,True,7.901313,537000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90227.0,0.14867,13414.05,SELL,06-03-2025 01:39,0.0,Open Short,0.0,0xf5757ddc843e7f530e28041ef98cdc01f200867d7ee5f7de218d77b8bf649301,77473017402,True,4.024214,847000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90227.0,0.07299,6585.67,SELL,06-03-2025 01:39,-0.14867,Open Short,0.0,0xf5757ddc843e7f530e28041ef98cdc01f200867d7ee5f7de218d77b8bf649301,77473017402,True,1.9757,945000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90582.0,0.00877,794.4,SELL,06-03-2025 05:03,-0.22166,Open Short,0.0,0x0363915838a4c10cc30f041efbe26802010100f616718adfd2e932cd97ba758c,77500735271,True,0.238321,1090000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90582.0,0.43275,39199.36,SELL,06-03-2025 05:03,-0.23043,Open Short,0.0,0x0363915838a4c10cc30f041efbe26802010100f616718adfd2e932cd97ba758c,77500735271,True,11.759808,1000000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90529.0,0.00666,602.92,BUY,06-03-2025 05:45,-0.66318,Close Short,-0.437562,0x55e6f88177cdbd8b0bdb041efc5df80202c90051b962959a05173fcc1957b24b,77507883776,True,0.180876,613000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90532.0,0.44183,39999.75,BUY,06-03-2025 05:45,-0.65652,Close Short,-30.353721,0x55e6f88177cdbd8b0bdb041efc5df80202c90051b962959a05173fcc1957b24b,77507883776,True,11.999926,1030000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90535.0,0.15219,13778.52,BUY,06-03-2025 05:45,-0.21469,Close Short,-10.912023,0x55e6f88177cdbd8b0bdb041efc5df80202c90051b962959a05173fcc1957b24b,77507883776,True,4.133556,1050000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90536.0,0.0625,5658.5,BUY,06-03-2025 05:45,-0.0625,Close Short,-4.54375,0x55e6f88177cdbd8b0bdb041efc5df80202c90051b962959a05173fcc1957b24b,77507883776,True,1.697549,689000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,91444.0,0.20073,18355.55,BUY,06-03-2025 14:11,0.0,Open Long,0.0,0x7e7d15f15ea64f92c776041f02247a02023a009725fa3a60174a2a396d8a2c58,77601521300,True,5.506666,941000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,91444.0,0.01798,1644.16,BUY,06-03-2025 14:11,0.20073,Open Long,0.0,0x7e7d15f15ea64f92c776041f02247a02023a009725fa3a60174a2a396d8a2c58,77601521300,True,0.493248,557000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90774.0,0.19031,17275.2,BUY,06-03-2025 15:23,0.21871,Open Long,0.0,0x09e9066c2c7d3ac8e34c041f02f9b802011f0061e3cc27a77ab1ff367056181c,77614853120,True,5.182559,723000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90774.0,0.25026,22717.1,BUY,06-03-2025 15:23,0.40902,Open Long,0.0,0x09e9066c2c7d3ac8e34c041f02f9b802011f0061e3cc27a77ab1ff367056181c,77614853120,True,6.81513,26100000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90079.0,0.00015,13.51,BUY,06-03-2025 18:36,0.65928,Open Long,0.0,0xbbf9d6e6ff8744da1071041f0530480201550043e2c52e4ab76ad6317a4af303,77648175078,True,0.004053,274000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90080.0,0.00015,13.51,BUY,06-03-2025 18:36,0.65943,Open Long,0.0,0xbbf9d6e6ff8744da1071041f0530480201550043e2c52e4ab76ad6317a4af303,77648175078,True,0.004053,131000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90081.0,0.00015,13.51,BUY,06-03-2025 18:36,0.65958,Open Long,0.0,0xbbf9d6e6ff8744da1071041f0530480201550043e2c52e4ab76ad6317a4af303,77648175078,True,0.004053,290000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90082.0,0.00015,13.51,BUY,06-03-2025 18:36,0.65973,Open Long,0.0,0xbbf9d6e6ff8744da1071041f0530480201550043e2c52e4ab76ad6317a4af303,77648175078,True,0.004053,156000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90082.0,0.22201,19999.1,BUY,06-03-2025 18:36,0.65988,Open Long,0.0,0xbbf9d6e6ff8744da1071041f0530480201550043e2c52e4ab76ad6317a4af303,77648175078,True,5.999731,805000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90084.0,0.22201,19999.55,BUY,06-03-2025 18:36,0.88189,Open Long,0.0,0xbbf9d6e6ff8744da1071041f0530480201550043e2c52e4ab76ad6317a4af303,77648175078,True,5.999864,32900000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90086.0,0.22147,19951.35,BUY,06-03-2025 18:36,1.1039,Open Long,0.0,0xbbf9d6e6ff8744da1071041f0530480201550043e2c52e4ab76ad6317a4af303,77648175078,True,5.985403,411000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,89696.0,0.88,78932.48,BUY,06-03-2025 19:27,1.32537,Open Long,0.0,0x49b1fc06576d7a38af70041f05c4c0020236006a682242f6bc67008b9c1b4e14,77659264706,True,23.679743,84100000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,89696.0,0.01211,1086.22,BUY,06-03-2025 19:27,2.20537,Open Long,0.0,0x49b1fc06576d7a38af70041f05c4c0020236006a682242f6bc67008b9c1b4e14,77659264706,True,0.325865,275000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90857.0,0.04575,4156.71,SELL,06-03-2025 21:30,2.21748,Close Long,30.098925,0x0ee3c747571844855783041f072e6102031f0047672eaa4244b039bd2c5be725,77691783533,True,1.247012,92900000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90856.0,0.63,57239.28,SELL,06-03-2025 21:30,2.17173,Close Long,413.847,0x0ee3c747571844855783041f072e6102031f0047672eaa4244b039bd2c5be725,77691783533,True,17.171784,160000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90856.0,0.04575,4156.66,SELL,06-03-2025 21:30,1.54173,Close Long,30.053175,0x0ee3c747571844855783041f072e6102031f0047672eaa4244b039bd2c5be725,77691783533,True,1.246998,663000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90855.0,0.04666,4239.29,SELL,06-03-2025 21:30,1.49598,Close Long,30.604294,0x0ee3c747571844855783041f072e6102031f0047672eaa4244b039bd2c5be725,77691783533,True,1.271788,673000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90855.0,0.63,57238.65,SELL,06-03-2025 21:30,1.44932,Close Long,413.217,0x0ee3c747571844855783041f072e6102031f0047672eaa4244b039bd2c5be725,77691783533,True,17.171595,938000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90854.0,0.45,40884.3,SELL,06-03-2025 21:30,0.81932,Close Long,294.705,0x0ee3c747571844855783041f072e6102031f0047672eaa4244b039bd2c5be725,77691783533,True,12.265289,935000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90854.0,0.04666,4239.25,SELL,06-03-2025 21:30,0.36932,Close Long,30.557634,0x0ee3c747571844855783041f072e6102031f0047672eaa4244b039bd2c5be725,77691783533,True,1.271774,882000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90854.0,0.32266,29314.95,SELL,06-03-2025 21:30,0.32266,Close Long,211.310034,0x0ee3c747571844855783041f072e6102031f0047672eaa4244b039bd2c5be725,77691783533,True,8.794485,142000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88468.0,0.22607,19999.96,BUY,06-03-2025 23:14,0.0,Open Long,0.0,0xf97e8e8fdcb9588bbae9041f085f36015c0017df8b8be751d9108340945344a4,77717401281,True,5.999988,618000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88189.0,0.11738,10351.62,BUY,06-03-2025 23:23,0.22607,Open Long,0.0,0x8c7bbc36cf5161992787041f08791d02020100f3e7b89237232705f56ae47846,77719599370,True,3.105487,1060000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88190.0,0.22678,19999.73,BUY,06-03-2025 23:23,0.34345,Open Long,0.0,0x8c7bbc36cf5161992787041f08791d02020100f3e7b89237232705f56ae47846,77719599370,True,5.999918,1120000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88190.0,0.001,88.19,BUY,06-03-2025 23:23,0.57023,Open Long,0.0,0x8c7bbc36cf5161992787041f08791d02020100f3e7b89237232705f56ae47846,77719599370,True,0.026456,12400000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88191.0,0.00039,34.39,BUY,06-03-2025 23:23,0.57123,Open Long,0.0,0x8c7bbc36cf5161992787041f08791d02020100f3e7b89237232705f56ae47846,77719599370,True,0.010318,351000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88191.0,0.10835,9555.49,BUY,06-03-2025 23:23,0.57162,Open Long,0.0,0x8c7bbc36cf5161992787041f08791d02020100f3e7b89237232705f56ae47846,77719599370,True,2.866648,672000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90331.0,0.67997,61422.37,SELL,07-03-2025 03:45,0.67997,Close Long,1392.986542,0x71e67a9f6e2227629869041f0b742f02038d00a21f3109d921a88a5dbbdfc07a,77766781679,True,18.426711,730000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,87282.0,0.22928,20012.02,BUY,07-03-2025 05:50,0.0,Open Long,0.0,0x07e94354129e1e1bdd02041f0cdd1502042800acc694e9663cf3de3c3e243a06,77787395117,True,6.003605,1080000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,85977.0,0.33104,28461.83,BUY,07-03-2025 06:10,0.22928,Open Long,0.0,0x560e051cd078762b06b7041f0d13830205300033f93a780410dc5079e0dee47e,77796183898,True,8.538547,957000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,85978.0,0.13453,11566.62,BUY,07-03-2025 06:10,0.56032,Open Long,0.0,0x560e051cd078762b06b7041f0d13830205300033f93a780410dc5079e0dee47e,77796183898,True,3.469986,173000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88125.0,0.0009,79.31,SELL,07-03-2025 12:35,0.69485,Close Long,1.54548,0xeb61c192f69909e55513041f11789b016e0006de5291d3d8ad1d087401f9ff3e,77872322970,True,0.023793,367000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88125.0,0.00015,13.22,SELL,07-03-2025 12:35,0.69395,Close Long,0.25758,0xeb61c192f69909e55513041f11789b016e0006de5291d3d8ad1d087401f9ff3e,77872322970,True,0.003965,55000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88124.0,0.00015,13.22,SELL,07-03-2025 12:35,0.6938,Close Long,0.25743,0xeb61c192f69909e55513041f11789b016e0006de5291d3d8ad1d087401f9ff3e,77872322970,True,0.003965,993000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88123.0,0.00012,10.57,SELL,07-03-2025 12:35,0.69365,Close Long,0.205824,0xeb61c192f69909e55513041f11789b016e0006de5291d3d8ad1d087401f9ff3e,77872322970,True,0.003172,644000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88123.0,0.00015,13.22,SELL,07-03-2025 12:35,0.69353,Close Long,0.25728,0xeb61c192f69909e55513041f11789b016e0006de5291d3d8ad1d087401f9ff3e,77872322970,True,0.003965,1080000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88116.0,0.01056,930.5,SELL,07-03-2025 12:35,0.69338,Close Long,18.038592,0xeb61c192f69909e55513041f11789b016e0006de5291d3d8ad1d087401f9ff3e,77872322970,True,0.279151,136000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88116.0,0.00013,11.46,SELL,07-03-2025 12:35,0.68282,Close Long,0.222066,0xeb61c192f69909e55513041f11789b016e0006de5291d3d8ad1d087401f9ff3e,77872322970,True,0.003436,761000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88116.0,0.22697,19999.69,SELL,07-03-2025 12:35,0.68269,Close Long,387.710154,0xeb61c192f69909e55513041f11789b016e0006de5291d3d8ad1d087401f9ff3e,77872322970,True,5.999906,1030000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88114.0,0.22697,19999.23,SELL,07-03-2025 12:35,0.45572,Close Long,387.256214,0xeb61c192f69909e55513041f11789b016e0006de5291d3d8ad1d087401f9ff3e,77872322970,True,5.99977,274000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88113.0,0.0305,2687.45,SELL,07-03-2025 12:35,0.22875,Close Long,52.0086,0xeb61c192f69909e55513041f11789b016e0006de5291d3d8ad1d087401f9ff3e,77872322970,True,0.806233,1100000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88113.0,0.0002,17.62,SELL,07-03-2025 12:35,0.19825,Close Long,0.34104,0xeb61c192f69909e55513041f11789b016e0006de5291d3d8ad1d087401f9ff3e,77872322970,True,0.005286,652000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88113.0,0.03346,2948.26,SELL,07-03-2025 12:35,0.19805,Close Long,57.055992,0xeb61c192f69909e55513041f11789b016e0006de5291d3d8ad1d087401f9ff3e,77872322970,True,0.884478,251000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,88113.0,0.16459,14502.52,SELL,07-03-2025 12:35,0.16459,Close Long,280.658868,0xeb61c192f69909e55513041f11789b016e0006de5291d3d8ad1d087401f9ff3e,77872322970,True,4.350755,484000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90635.0,0.22062,19995.89,SELL,07-03-2025 20:36,0.0,Open Short,0.0,0x11ba7f141a0324ed4199041f16faf6017b008161dd2d7c3f748711f5232afc4d,77961399890,True,5.998768,369000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,87463.0,0.00015,13.12,BUY,07-03-2025 22:02,-0.22062,Close Short,0.4758,0x5249381e3301286202c3041f17f9ee0204590078ef292470cccaf569b23fa75c,77989109462,True,0.003935,352000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,87480.0,0.00014,12.25,BUY,07-03-2025 22:02,-0.22047,Close Short,0.4417,0x5249381e3301286202c3041f17f9ee0204590078ef292470cccaf569b23fa75c,77989109462,True,0.003674,205000000000000.0,1740000000000.0
